provincia,zona,titulo,PrecioAnterior,metros,habitaciones,ascensor,localizacion,planta,baños,tags,descripcion,Enlace,tipo_inmueble,barrio,baños_limpio,flag_rebaja,pct_rebaja,ascensor_limpio,localizacion_limpio,planta_limpio,habitaciones_limpio,flag_loft,flag_nuda_propiedad,flag_proindiviso,flag_subasta,flag_okupada,flag_alquilada,PrecioActual
madrid,carabanchel,"Piso en calle Teniente Ochoa Olalla, 2, San Isidro, Madrid",0,91,1.0,S,EXTERIOR,,0,"VIVIENDA,OPORTUNIDAD,HOGAR,NUEVO","¡Descubre tu nuevo hogar en la zona de San Isidro en Carabanchel, Madrid!Te ofrecemos la oportunidad única de adquirir una de las 5 modernas viviendas, también a su alcance 36 trasteros disponibles en esta emocionante obra nueva.¡No dejes pasar esta oportunidad de invertir en tu futuro y disfrutar de la vida en u",https://www.idealista.com/inmueble/106557569/,Piso,San Isidro,,0,0.0,S,EXTERIOR,DESCONOCIDO,1.0,0,0,0,0,0,0,227600
madrid,fuencarral,"Piso en calle de Ángel Múgica, Tres Olivos - Valverde, Madrid",0,54,2.0,N,EXTERIOR,4ª,0,"REFORMADO,ESPECTACULAR,APARTAMENTO,METRO,ESTUDIO","Espectacular propiedad para inversión dividida en dos apartamentos independientes y completamente equipados.Ambos estudios suman 54 metros cuadrados y están recientemente reformados, ideales para obtener rentabilidad.Actualmente se encuentran alquilados.Cada estudio cuenta con cocina y baño independientes, lavadora,",https://www.idealista.com/inmueble/107251136/,Piso,Tres Olivos - Valverde,,0,0.0,N,EXTERIOR,4ª,2.0,0,0,0,0,0,1,250000
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, Castellana, Madrid",0,490,6.0,S,EXTERIOR,4ª,0,"VIVIENDA,FINCA,INMOBILIARIA","Álvora Capital Properties, consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les presenta esta maravillosa vivienda, situada en una finca moderna del Barrio de Salamanca, con bonita fachada representativa y un gran portal.Se ubica en el corazón de la ""Milla de Oro"" del Barrio de Salam",https://www.idealista.com/inmueble/107275572/,Piso,Castellana,,0,0.0,S,EXTERIOR,4ª,6.0,0,0,0,0,0,0,4800000
madrid,chamberi,"Piso en plaza de San Juan de la Cruz, 9, Nuevos Ministerios-Ríos Rosas, Madrid",0,382,7.0,S,EXTERIOR,5ª,0,"VIVIENDA,AMPLIO,EXCLUSIVA,LUJO,METRO,NUEVO","CASTELLANA. LUJO.Particular vende en exclusiva con LARROT DESARROLLOS INMOBILIARIOS S. L una vivienda excepcional situada en una de las zonas más distinguidas de Madrid, en la plaza de San Juan de la Cruz a escasos metros del Paseo de la Castellana, Nuevos Ministerios, El Corte Inglés… y con un amplio abanico de comun",https://www.idealista.com/inmueble/106541026/,Piso,Nuevos Ministerios-Ríos Rosas,,0,0.0,S,EXTERIOR,5ª,7.0,0,0,0,0,0,0,3600000
madrid,usera,"Piso en calle de Oteiza, 48, San Fermín, Madrid",0,52,2.0,N,EXTERIOR,2ª,0,"PISO,TERRAZA,AMPLIO,OPORTUNIDAD,PARQUE,EQUIPADA,METRO,ABSTENERSE_AGENCIAS,SOLO_PARTICULARES","¡Oportunidad única! Piso en venta junto a la Caja Mágica.¡Abstenerse agencias! .Se vende estupendo piso de 2 habitaciones, salón amplio, cocina equipada, baño completo y terraza, ubicado en una excelente zona de Madrid.Ubicación inmejorable: a pocos metros de la Caja Mágica y a 80 metros del Parque Lineal del Manz",https://www.idealista.com/inmueble/107302163/,Piso,San Fermín,,0,0.0,N,EXTERIOR,2ª,2.0,0,0,0,0,0,0,170000
madrid,moncloa,"Casa o chalet independiente en calle de Amorebieta, El Plantío, Madrid",0,1768,8.0,,,,0,"VIVIENDA,EXCLUSIVA,URBANIZACIÓN,PARCELA,SEGURIDAD","Fabulosa vivienda muy cuidada con majestuosa planta y gran parcela en La Florida.Localizada en La Florida, en el distrito Aravaca-Moncloa y con acceso inmediato a la A6 a escasos 10 minutos del centro de Madrid. La Florida es una exclusiva urbanización con seguridad 24 horas en una ubicación privilegiada junto al Mon",https://www.idealista.com/inmueble/103628504/,Casa o chalet independiente,El Plantío,,0,0.0,NO_APLICA,NO_APLICA,NO_APLICA,8.0,0,0,0,0,0,0,2900000
madrid,moncloa,"Chalet pareado en Ciudad Universitaria, Madrid",0,431,5.0,,,,0,"VIVIENDA,TERRAZA,CHALET,CASA,MODERNO","Casa unifamiliar en Puerta de HierroEngel&Volkers Mirasierra-Puerta de Hierro ( ), les ofrece este chalet ubicado en una de las mejores zonas de Puerta de Hierro. La vivienda tiene de 4 plantas y la propiedad ha instalado un moderno ascensor para una mayor comodidad. Tiene 2 terrazas en la planta superior y 5 dormitor",https://www.idealista.com/inmueble/106103082/,Chalet pareado,Ciudad Universitaria,,0,0.0,NO_APLICA,NO_APLICA,NO_APLICA,5.0,0,0,0,0,0,0,2490000
madrid,centro,"Piso en plaza de Santa Ana, Huertas-Cortes, Madrid",0,97,2.0,S,EXTERIOR,1ª,0,"VIVIENDA,EXCLUSIVA,REFORMADA","Vivienda2 ofrece en exclusiva este magnífico inmueble situado en la emblemática Plaza de Santa Ana, en pleno corazón del histórico Barrio de las Letras de Madrid. Actualmente alquilado con alta rentabilidad hasta el mes de julio. Con una superficie de 97 m², esta propiedad ha sido reformada íntegramente, logrando una c",https://www.idealista.com/inmueble/106693695/,Piso,Huertas-Cortes,,0,0.0,S,EXTERIOR,1ª,2.0,0,0,0,0,0,1,953900
madrid,villaverde,"Piso en Los Rosales, Madrid",0,135,3.0,S,EXTERIOR,3ª,0,"PISO,ESPECTACULAR,INMOBILIARIA,OPORTUNIDAD","VENTA DE LA NUDA PROPIEDAD SOLO INVERSIONISTASInmobiliaria Eduardo Molet te presenta esta espectacular oportunidad de adquirir la NUDA PROPIEDAD de un piso en excelente estado ubicado en Los Rosales.El actual propietario de 60 años, seguirá viviendo en este inmueble como usufructuario hasta el final de sus días. E",https://www.idealista.com/inmueble/105994830/,Piso,Los Rosales,,0,0.0,S,EXTERIOR,3ª,3.0,0,1,0,0,0,0,121000
madrid,hortaleza,"Dúplex en calle de César Cort Botí, 87, Valdebebas - Valdefuentes, Madrid",0,314,4.0,S,EXTERIOR,9ª,0,"VIVIENDA,VISTAS,EXCLUSIVA,LUJO,GARAJE,URBANIZACIÓN","Exclusiva vivienda en una magnífica urbanización de lujo con todo tipo de servicios.Dispone de 3 Plazas de Garaje y Trastero, y cuenta con unas excelentes calidades. La vivienda destaca sobre todo por sus privilegiadas vistas de la sierra de Madrid, pudiendo disfrutar de maravillosas puestas de sol.La superficie con",https://www.idealista.com/inmueble/85940718/,Dúplex,Valdebebas - Valdefuentes,,0,0.0,S,EXTERIOR,9ª,4.0,0,0,0,0,0,0,1240000
madrid,villaverde,"Piso en plaza Pinazo, San Cristóbal, Madrid",0,91,3.0,S,EXTERIOR,4ª,0,"PISO,EXCLUSIVA,METRO","PROPIETARIOS TRANQUILOS pone en VENTA EXCLUSIVA piso en Madrid capital, distrito San Cristóbal, Villaverde.Con todos los servicios esenciales alrededor( supermercados, farmacia, colegios, institutos, etc. )y a 5 minutos de la línea 3 de metro (San Cristóbal).Cuenta con 88 m2 que se dividen en 3 habitaciones, salón co",https://www.idealista.com/inmueble/107210526/,Piso,San Cristóbal,,0,0.0,S,EXTERIOR,4ª,3.0,0,0,0,0,0,0,214900
madrid,centro,"Piso en Sol, Madrid",0,139,3.0,S,EXTERIOR,2ª,3,SUITE,"Sumérgete en el corazón del encanto madrileño con este magnífico inmueble ubicado en pleno centro de Madrid, en la segunda planta.Esta joya arquitectónica cuenta con 3 habitaciones y 3 baños, destacando la exclusividad de 2 de ellos al ofrecer baños en suite.La propiedad se presenta como un oasis de estilo y elega",https://www.idealista.com/inmueble/103351709/,Piso,Sol,3.0,0,0.0,S,EXTERIOR,2ª,3.0,0,0,0,0,0,0,1119000
madrid,moncloa,"Piso en calle de Agustín Lara, Aravaca, Madrid",0,42,1.0,S,EXTERIOR,1ª,1,"ÁTICO,PISCINA,APARTAMENTO,JARDÍN","PROPERTY PLUS VENDE PROMOCION NUEVA CONSTRUCCION en pleno centro de Aravaca, con apartamentos de 1, 2 y 3 dormitorios, bajos con jardín y piscina privada, y Áticos Duplex, con entrega último Trimestre 2025.Se trata de Apartamento de 1 dormitorio con 1 baño completo con amplia cristalera en salón y dormitorio, muy l",https://www.idealista.com/inmueble/107286169/,Piso,Aravaca,1.0,0,0.0,S,EXTERIOR,1ª,1.0,0,0,0,0,0,0,270000
madrid,tetuan,"Piso en Ventilla-Almenara, Madrid",0,45,1.0,S,EXTERIOR,1ª,0,"PISO,PARQUE,CALEFACCIÓN,EXTERIOR","Redpiso ofrece a la venta piso en Almenara, para entrar a vivir. Hablamos de una primera planta exterior con ascensor. El piso consta de 40 m2 distribuidos en: recibidor, 1 dormitorio con armario empotrado, cocina, baño con plato de ducha y salón comedor. Orientación norte. Los suelos son de parquet y la calefacción es",https://www.idealista.com/inmueble/107259993/,Piso,Ventilla-Almenara,,0,0.0,S,EXTERIOR,1ª,1.0,0,0,0,0,0,0,318000
madrid,centro,"Estudio en Palacio, Madrid",0,31,,N,EXTERIOR,BAJO,0,"VIVIENDA,PISO,REFORMADO,REFORMADA","Fabuloso piso en la Calle Mediodía Grande, completamente reformado, situado en una planta baja del edificio, para entrar a vivir o para rentar desde el mismo día de la compra, en el Distrito de Palacio.Esta propiedad se distingue por sus características excepcionales. Reformada integral hace 1 año. Vivienda situada e",https://www.idealista.com/inmueble/104949039/,Estudio,Palacio,,0,0.0,N,EXTERIOR,BAJO,0.0,0,0,0,0,0,0,195000
madrid,barajas,"Ático en travesía Alaró, Timón, Madrid",0,47,1.0,S,EXTERIOR,3ª,0,"TERRAZA,ÁTICO,EXCLUSIVO,EQUIPADA,IMPRESIONANTE,METRO","¡Increíble ático en venta en el zona Timón Barajas!Este exclusivo inmueble con un bonito salón con cocina completamente equipada, perfecto para disfrutar de momentos en familia.Además, podrás relajarte en su impresionante terraza de 30 metros, ideal para disfrutar del buen tiempo.Este encantador ático de 45,52 m²",https://www.idealista.com/inmueble/107074948/,Ático,Timón,,0,0.0,S,EXTERIOR,3ª,1.0,0,0,0,0,0,0,328000
madrid,puente-de-vallecas,"Estudio en San Diego, Madrid",0,45,,,,1ª,0,PISO,"Cómodo piso en Madrid, ideal para parejas. El inmueble consta de 45 m² construidos distribuidos en salón-comedor, cocina. Cuenta con todos los servicios necesarios a su alrededor, como la escuela IES Vallecas Magerit, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos y la estación d",https://www.idealista.com/inmueble/106799375/,Estudio,San Diego,,0,0.0,DESCONOCIDO,DESCONOCIDO,1ª,0.0,0,0,0,0,0,0,105000
madrid,barrio-de-salamanca,"Ático en calle Padilla, 66, Lista, Madrid",0,287,4.0,S,EXTERIOR,5ª,0,"VIVIENDA,EXCLUSIVO,PISCINA,JARDÍN,GARAJE","2 Plazas de garaje incluidas en el precio.Últimas viviendas en venta en el exclusivo Barrio de Salamanca, con Piscina, Jardín, Gimnasio y Parking.",https://www.idealista.com/inmueble/104863547/,Ático,Lista,,0,0.0,S,EXTERIOR,5ª,4.0,0,0,0,0,0,0,3300000
madrid,centro,"Piso en calle de Lavapiés, Lavapiés-Embajadores, Madrid",0,126,3.0,N,EXTERIOR,4ª,0,"PISO,REFORMADO","Ayer nos reunimos todos y fue una jornada increíble. Es un gustazo este equipo, y eso se refleja en todas las propiedades que os mostramos. Como este piso en Madrid, de 126m², con los techos altísimos y con las habitaciones llenas de sol y calorcito. Todo reformado y listo para recibiros. Este piso de 126m² es una",https://www.idealista.com/inmueble/107087253/,Piso,Lavapiés-Embajadores,,0,0.0,N,EXTERIOR,4ª,3.0,0,0,0,0,0,0,650000
madrid,centro,"Piso en calle del Barco, Malasaña-Universidad, Madrid",0,91,2.0,N,INTERIOR,1ª,0,"VIVIENDA,PISO,LUMINOSO,VENTANALES,PATIO",PISO EN PROCESO DE REFORMA EN MALASAÑA.  La vivienda cuenta con  dos habitaciones y dos cuartos de baño en proceso de reforma. La vivienda se encuentra en una primera planta y tiene techos altos y grandes ventanales que dan a un patio luminoso y agradable.¿Te imaginas vivir aquí?Contacte con nosotros para ver más,https://www.idealista.com/inmueble/104963427/,Piso,Malasaña-Universidad,,0,0.0,N,INTERIOR,1ª,2.0,0,0,0,0,0,0,750000
madrid,retiro,"Piso en calle del Alcalde Sainz de Baranda, Ibiza, Madrid",0,112,2.0,S,INTERIOR,3ª,0,"VIVIENDA,REFORMADO,AMPLIO,VISTAS,PARQUE,EQUIPADA,CASA,AMUEBLADA,PATIO,ARMARIOS","Infocasa pone en venta magnifica vivienda junto al Parque del Retiro, totalmente reformado y amueblada.Esta distribuida en dos dormitorios con armarios empotrados y dos cuartos de baño. salón y cocina equipada. Tiene mucha luz natural. vistas a un amplio patio de manzana que permite que entre el sol a toda la vivien",https://www.idealista.com/inmueble/106734552/,Piso,Ibiza,,0,0.0,S,INTERIOR,3ª,2.0,0,0,0,0,0,0,1149000
madrid,chamartin,"Estudio en calle General Zabala, 37, Ciudad Jardín, Madrid",0,63,,S,EXTERIOR,4ª,0,"VIVIENDA,TERRAZA,ÁTICO,LUMINOSO,PISCINA,ELEGANTE,JARDÍN,FUNCIONAL,ESTUDIO,INTERIOR","16 estudios, áticos con terrazas, piscina, zona chill out, gimnasio y Sala Gastro.Con un diseño elegante y vanguardista, las viviendas de Alcotán Zabala poseen además unos interiores funcionales, luminosos, personalizables y con acabados de alta calidad.En Ciudad Jardín, en pleno Barrio de Chamartín, a escasos metr",https://www.idealista.com/inmueble/107284163/,Estudio,Ciudad Jardín,,0,0.0,S,EXTERIOR,4ª,0.0,0,0,0,0,0,0,465000
madrid,barrio-de-salamanca,"Piso en Castellana, Madrid",0,164,4.0,S,INTERIOR,3ª,3,"VIVIENDA,AMPLIO,SUITE","Se trata de una vivienda de 164m2, distribuidos en cuatro habitaciones (dos de ellas en suite) y tres baños completos.Amplio salón de 50m2 distribuido en 2 zonas: Living y amplio comedor.Cocina tipo office con zona de servicio, habitación y baño completo.Posibilidad de conectar los espacios ya que las paredes n",https://www.idealista.com/inmueble/106486381/,Piso,Castellana,3.0,0,0.0,S,INTERIOR,3ª,4.0,0,0,0,0,0,0,1490000
madrid,carabanchel,"Piso en avenida del Manzanares, 60, San Isidro, Madrid",0,79,3.0,S,EXTERIOR,6ª,0,"VIVIENDA,PISO,LUMINOSO,VISTAS,METRO,EXTERIOR","VISTAS AL RÍO. JUNTO MARQUÉS DE VADILLO. SEXTA PLANTA CON ASCENSOR. PISO EXTERIOR Y LUMINOSO.Vivienda de tres habitaciones CON VISTAS AL RÍO ubicada en una de las localizaciones más demandadas del barrio de San Isidro, en plena Av Manzanares y a tan solo 5 minutos de la parada de metro de Marqués de Vadillo.Complet",https://www.idealista.com/inmueble/106780225/,Piso,San Isidro,,0,0.0,S,EXTERIOR,6ª,3.0,0,0,0,0,0,0,419000
madrid,tetuan,"Piso en calle de Jerónima Llorente, Bellas Vistas, Madrid",0,47,1.0,S,INTERIOR,4ª,0,"VIVIENDA,PISO,REFORMADO,EXCLUSIVA,HOGAR,MODERNO,NUEVO","""VIVIENDA XXI"" VENDE EN EXCLUSIVA:¡Descubre tu nuevo hogar en el corazón de la ciudad! Este encantador piso de 46 m², completamente reformado con un diseño moderno, te espera en la última planta de un edificio clásico de 1933. Disfruta de la luz natural que inunda cada rincón gracias a sus ventanas en todas las estanc",https://www.idealista.com/inmueble/107282336/,Piso,Bellas Vistas,,0,0.0,S,INTERIOR,4ª,1.0,0,0,0,0,0,0,239000
madrid,retiro,"Piso en Pacífico, Madrid",0,94,3.0,S,EXTERIOR,4ª,0,"PISO,REFORMADO,TERRAZA,AMPLIO,PARQUE,EXTERIOR","Magnifico piso exterior con reforma de diseño en Pacifico.Engel & Völkers presenta magnifico piso reformado exterior con pequeña terraza, ubicado en Pacifico a solo unos pasos del Parque Retiro. Cuenta con 98 mts2 construidos, que se distribuyen en amplio espacio de salón - comedor, con salida a la terraza y cocina in",https://www.idealista.com/inmueble/106791460/,Piso,Pacífico,,0,0.0,S,EXTERIOR,4ª,3.0,0,0,0,0,0,0,640000
madrid,tetuan,"Piso en calle de Pedro Teixeira, Cuatro Caminos, Madrid",0,198,4.0,S,EXTERIOR,12ª,0,"VIVIENDA,PISO,LUJO,EXCLUSIVO,METRO","Este exclusivo piso en venta, también disponible en ALQUILER, ofrece lujo y comodidad en cada rincón. Con una superficie de 198 metros cuadrados y orientación sur, esta vivienda en la doceava planta está actualmente en proceso de una reforma integral, que se estima concluir en diciembre de este año o, como máximo, en l",https://www.idealista.com/inmueble/106426572/,Piso,Cuatro Caminos,,0,0.0,S,EXTERIOR,12ª,4.0,0,0,0,0,0,0,1950000
madrid,barrio-de-salamanca,"Piso en calle de Lagasca, Recoletos, Madrid",0,137,2.0,S,INTERIOR,BAJO,0,"PISO,REFORMADO,EXCLUSIVO,ELEGANTE,SUITE","BARNES Madrid presenta este piso en una ubicación privilegiada en la zona de Recoletos, en un entorno elegante y exclusivo. Ha sido completamente reformado y amueblado con muebles de la más alta calidad, proporcionando un ambiente confortable y sofisticado.Consta de 2 dormitorios, cada uno con su propio baño en suite",https://www.idealista.com/inmueble/104071408/,Piso,Recoletos,,0,0.0,S,INTERIOR,BAJO,2.0,0,0,0,0,0,0,1200000
madrid,centro,"Piso en calle de Muñoz Torrero, 7, Malasaña-Universidad, Madrid",0,68,2.0,S,EXTERIOR,2ª,0,"PISO,REFORMADO,ESPECTACULAR","Magnífico piso reformado con todo incluido en pleno centro de MadridSe vende un espectacular piso totalmente reformado y amueblado en el corazón de Madrid, ubicado en la calle Muñoz Torrero. La localización es inmejorable, a 1 minuto andando de la Gran Vía y a tan solo 3 minutos de las vibrantes zonas de Chueca y Mal",https://www.idealista.com/inmueble/106137827/,Piso,Malasaña-Universidad,,0,0.0,S,EXTERIOR,2ª,2.0,0,0,0,0,0,0,600000
madrid,retiro,"Piso en calle de Lope de Rueda, Ibiza, Madrid",0,133,2.0,S,EXTERIOR,,0,"PISO,REFORMADO,EXCLUSIVA,FINCA,OPORTUNIDAD,EXTERIOR","Domus Aurea Capitral presenta este magnífico piso exterior reformado y amueblado y situado en la segunda planta de la finca, en pleno barrio de Retiro - Ibiza, ofrece una oportunidad única de vivir en una de las zonas más exclusivas de Madrid.El inmueble destaca por sus 133 m², se distribuye en una zona de día con un",https://www.idealista.com/inmueble/106189872/,Piso,Ibiza,,0,0.0,S,EXTERIOR,DESCONOCIDO,2.0,0,0,0,0,0,0,1679000
madrid,puente-de-vallecas,"Estudio en San Diego, Madrid",0,50,,S,EXTERIOR,BAJO,0,"VIVIENDA,AMPLIO,OPORTUNIDAD,REFORMADA,METRO","Oportunidad de vivienda en madrid capital, al lado del metro de Méndez Álvaro y puente de Vallecas. Vivienda en oferta, reformada y preparada para entrar a vivir, dispone de una cocina, un cuarto de baño con plato de ducha, un amplio salón comedor, con dos dormitorios distribuidos en la planta primera y el segundo dorm",https://www.idealista.com/inmueble/107104256/,Estudio,San Diego,,0,0.0,S,EXTERIOR,BAJO,0.0,0,0,0,0,0,0,169990
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, Recoletos, Madrid",0,110,2.0,S,INTERIOR,2ª,2,"VIVIENDA,PISO,TERRAZA,REFORMADA,EQUIPADA,CASA,PATIO,INTERIOR","INFOCASA vende vivienda totalmente reformada en Nuñez de Balboa, en el barrio de Salamanca, Madrid. Es un piso interior a patio de manzana, de 152 m² además de una terraza, con dos amplias habitaciones y dos baños, La cocina está completamente equipada y el piso se vende amueblado con muebles de diseño, ofreciendo un a",https://www.idealista.com/inmueble/106982117/,Piso,Recoletos,2.0,0,0.0,S,INTERIOR,2ª,2.0,0,0,0,0,0,0,1735000
madrid,centro,"Piso en Chueca-Justicia, Madrid",980000,142,5.0,S,EXTERIOR,1ª,0,EXCLUSIVA,"¡Venta EXCLUSIVA en el Vibrante Barrio de Chueca!Descubre la magia de vivir en Chueca, uno de los barrios más icónicos y dinámicos de Madrid. Conocido por su ambiente cosmopolita, su rica oferta cultural y gastronómica, y su encanto que refleja la esencia de Madrid, Chueca combina a la perfección la tradición madrile",https://www.idealista.com/inmueble/107088429/,Piso,Chueca-Justicia,,1,3.06,S,EXTERIOR,1ª,5.0,0,0,0,0,0,0,950000
madrid,puente-de-vallecas,"Piso en calle de la Imagen, 32, San Diego, Madrid",0,52,1.0,N,EXTERIOR,1ª,0,,"*** OKUPADA, SE VENDE LA PROPIEDAD., NO L APOSESION.El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre",https://www.idealista.com/inmueble/107110790/,Piso,San Diego,,0,0.0,N,EXTERIOR,1ª,1.0,0,0,0,0,1,0,78700
madrid,fuencarral,"Piso en Barrio del Pilar, 28029, La Paz, Madrid",0,53,2.0,S,EXTERIOR,4ª,0,"PISO,REFORMADO,TERRAZA,LUMINOSO,FINCA,CALEFACCIÓN,ARMARIOS,EXTERIOR","VENDO Piso exterior muy luminoso en el Barrio del Pilar. 60 m2 construidos, dos dormitorios, salón, cocina y baño Reformados, para entrar a vivir. Tiene aire acondicionado, calefacción de gas y dos armarios empotrados de gran capacidad. La terraza se le ha añadido al salón y tiene un buen tendedero. La finca tiene asce",https://www.idealista.com/inmueble/105286248/,Piso,La Paz,,0,0.0,S,EXTERIOR,4ª,2.0,0,0,0,0,0,0,280000
madrid,barrio-de-salamanca,"Estudio en Guindalera, Madrid",0,53,,S,EXTERIOR,3ª,0,"REFORMADO,HOGAR,NUEVO,ESTUDIO","¡Descubre tu nuevo hogar en el corazón de Guindalera! Este encantador estudio reformado te ofrece un espacio diáfano con una cocina americana que invita a la creatividad culinaria. Con sus 55 m² construidos, podrás disfrutar de una amplitud que permite crear varios ambientes, diferenciando claramente la zona de comedor",https://www.idealista.com/inmueble/107291172/,Estudio,Guindalera,,0,0.0,S,EXTERIOR,3ª,0.0,0,0,0,0,0,0,485000
madrid,usera,"Piso en calle de la Mezquita, 17, San Fermín, Madrid",0,75,2.0,N,EXTERIOR,3ª,0,"PISO,REFORMADO,AMUEBLADA","Piso totalmente reformado. 69 m2 útiles distribuidos en salón con acceso a balcón, cocina completamente amueblada con, eléctrodomésticos, torre de hornos y frigorifico, lavavajillas, lavadora y microhondas. Baño con mámpara de cristal templado, climatización frio y calor marca MItsubishi, dormitorio matrimonial y otro",https://www.idealista.com/inmueble/107268460/,Piso,San Fermín,,0,0.0,N,EXTERIOR,3ª,2.0,0,0,0,0,0,0,204000
madrid,centro,"Piso en Malasaña-Universidad, Madrid",0,71,1.0,S,EXTERIOR,4ª,1,"TERRAZA,ÁTICO,EQUIPADA,INTERIOR","CONSORCIO REAL ESTATE OPERA VENDE. Ático en Madrid zona Malasaña, 70.00 m. de superficie, 50.00 m2 en planta baja, 20.00 m2 en planta superior, una habitación doble, terraza de 18 m2, un baño, propiedad en buen estado, cocina equipada, carpinteria interior de madera, orientación sur, suelo de madera, carpintería exteri",https://www.idealista.com/inmueble/105091283/,Piso,Malasaña-Universidad,1.0,0,0.0,S,EXTERIOR,4ª,1.0,0,0,0,0,0,0,549000
madrid,centro,"Piso en calle del Amparo, Lavapiés-Embajadores, Madrid",0,65,3.0,S,EXTERIOR,3ª,0,"PISO,AMPLIO,LUMINOSO,FINCA,INMOBILIARIA,METRO","Establés Inmobiliaria y Abogados ofrece piso en venta en zona Embajadores, junto al Metro Tirso de Molina. Tiene 64m2 y 58 útiles. 3ª planta con ascensor en una bonita corrala. Finca en muy buen estado.Consta de:- Amplio salón muy luminoso con un balcón a la calle- 3 dormitorios, uno principal muy amplio y con ba",https://www.idealista.com/inmueble/95635303/,Piso,Lavapiés-Embajadores,,0,0.0,S,EXTERIOR,3ª,3.0,0,0,0,0,0,0,310000
madrid,chamberi,"Piso en calle de García de Paredes, 14, Trafalgar, Madrid",0,85,2.0,S,EXTERIOR,2ª,0,"AMPLIO,INMOBILIARIA,EQUIPADA,DÚPLEX,AMUEBLADA,EXTERIOR","TuKsa Madrid Inmobiliaria ofrece en venta fantástico dúplex en el barrio de Trafalgar. Posicionado en 2°planta exterior, cuenta con 85m² distribuidos en zona de día en planta baja con salón comedor con amplio ventanal para permitir la entrada de luz natural, cocina integrada amueblada y equipada con todos los electrodo",https://www.idealista.com/inmueble/106572788/,Piso,Trafalgar,,0,0.0,S,EXTERIOR,2ª,2.0,0,0,0,0,0,0,750000
madrid,hortaleza,"Piso en calle de Oña, Virgen del Cortijo - Manoteras, Madrid",0,109,4.0,S,EXTERIOR,1ª,0,"PISO,AMPLIO,OPORTUNIDAD","OPORTUNIDAD UNICA PRECIO INMEJORABLE, PISO OCUPADO NO SE PUEDE VISITAR, PROPIO INVERSORES. Pero si puedes seguirnos en nuestro Instagram @housebox_re, para conocer más inmuebles de tu interés.Inmueble, propio empresas inversoras. Es un inmueble amplio, consta de cuatro dormitorios, una cocina, un cuarto de baño, un cu",https://www.idealista.com/inmueble/102474405/,Piso,Virgen del Cortijo - Manoteras,,0,0.0,S,EXTERIOR,1ª,4.0,0,0,0,0,1,0,300000
madrid,barrio-de-salamanca,"Piso en calle de Velázquez, Recoletos, Madrid",0,271,4.0,S,EXTERIOR,1ª,1,"PISO,REFORMADO,ÁTICO,SUITE,GOYA,METRO","Piso en la calle Velázquez, ubicado entre Jorge Juan y Goya en el emblemático barrio de Salamanca-Recoletos, con techos altos de 3,43 metros y excelentes calidades.Totalmente reformado y amueblado, dispone de tres amplias habitaciones con baño en suite, además de una cuarta habitación de servicio también con baño prop",https://www.idealista.com/inmueble/107056947/,Piso,Recoletos,1.0,0,0.0,S,EXTERIOR,1ª,4.0,0,0,0,0,0,0,4950000
madrid,retiro,"Piso en Jerónimos, Madrid",0,275,3.0,S,EXTERIOR,,0,"PISO,REFORMADO,VISTAS,ESPECTACULAR,VENTANALES","ESPECTACULAR PISO CON SUPER VISTAS junto al RetiroEngel & Völkers presenta precioso piso de excelente tamaño, en planta alta, reformado y con espectaculares vistas despejadas. Su distribución es deseada, posee muchos ventanales - balconeras, así como doble orientación, que le confieren gran luz natural durante toda el",https://www.idealista.com/inmueble/106411375/,Piso,Jerónimos,,0,0.0,S,EXTERIOR,DESCONOCIDO,3.0,0,0,0,0,0,0,5500000
madrid,chamartin,"Piso en calle de Serrano, Bernabéu-Hispanoamérica, Madrid",0,330,5.0,S,EXTERIOR,5ª,0,"VIVIENDA,EXCLUSIVA,LUJO,INMOBILIARIA,EXTERIOR","ÚNICA Inmobiliaria Chamartín les ofrece esta exclusiva vivienda de lujo totalmente exterior en la calle Serrano.Se trata de una propiedad de diseño clásico y señorial con amplias estancias, techos altos y suelos de madera sobre rastreles, con superficie construida con elementos comunes de 330 m² y útil de aproximadam",https://www.idealista.com/inmueble/105236114/,Piso,Bernabéu-Hispanoamérica,,0,0.0,S,EXTERIOR,5ª,5.0,0,0,0,0,0,0,1950000
madrid,arganzuela,"Piso en calle de Canarias, Palos de la Frontera, Madrid",0,52,2.0,S,INTERIOR,2ª,0,"VIVIENDA,PISO,EXCLUSIVO,INTERIOR","¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad.Exclusivo piso ubicado en el barrio de Palos de la Frontera, en Madrid.La vivienda está ubicada en la planta 2 interior con ascensor. Dispone de una superficie total de 52 m², distribuidos en salón y comedor, cocina independi",https://www.idealista.com/inmueble/106674614/,Piso,Palos de la Frontera,,0,0.0,S,INTERIOR,2ª,2.0,0,0,0,0,0,0,335000
